種類,8.0,0.4000,種類
魚,62.0,0.6323,魚
餌やり,17.0,0.7000,餌やり
海の生き物,18.0,0.8167,海の生き物
動物,21.0,0.5000,生き物,動物
かわいい動物,7.0,0.9000,かわいい動物
ペンギン,37.0,0.3270,ペンギン
ゴマフアザラシ,54.0,0.6037,ゴマフアザラシ,アザラシ
ヒトデ触れ合い体験,11.0,0.4909,ヒトデ触れ合い体験
ウミガメ,44.0,0.7432,ウミガメ
亀,22.0,0.7045,亀
水槽,27.0,0.5815,水槽
水族館,160.0,0.4675,水族館
海水浴場,25.0,0.6280,海水浴場
海,23.0,0.7739,海
子供,122.0,0.7549,子供
楽しむ,18.0,0.8944,楽しむ
空いている,15.0,0.7000,空いている
小規模,8.0,-0.5250,小規模
規模,22.0,0.0318,規模
リラックス,10.0,0.6800,リラックス
静かで落ち着いた雰囲気,10.0,0.4900,静かで落ち着いた雰囲気
展示,23.0,0.5434,標本展示,展示
プール,16.0,0.6063,プール
駐車場,13.0,0.2385,駐車場
公園,14.0,0.5143,公園
文化施設,10.0,0.5600,文化施設
建築物,13.0,0.1538,建築物
料金,9.0,0.4444,料金
入場料,29.0,0.5931,入場料
価格,17.0,0.6883,価格,価格が安い
大人,10.0,0.3600,大人
散歩,7.0,0.6429,散歩
家族旅行,9.0,0.8556,家族旅行
混雑度,7.0,0.6571,混雑度
