家族連れ,17.0,0.7471,家族連れ
子供,20.0,0.8150,子供
シーズン,20.0,0.5200,シーズン,季節
春,7.0,0.7714,春
夏,21.0,0.6905,夏
夕方,14.0,0.8429,夕方
景色,24.0,0.9042,景色
風,8.0,0.3625,風
天気,10.0,0.2300,天気
バーベキュー,9.0,0.4111,バーベキュー
バイキング,7.0,0.7714,バイキング
食事,8.0,0.7000,食事
駐車場,38.0,0.1289,駐車場
散歩,12.0,0.7750,散歩
店舗,16.0,0.5000,店舗
ドライブ,16.0,0.6813,ドライブ
泳ぐ,10.0,0.4600,泳ぐ
洗い場,9.0,0.7556,洗い場
水質,9.0,0.2778,水質
トイレ施設,10.0,0.4900,トイレ施設
シャワー設備,9.0,0.5889,シャワー設備
藤,10.0,0.8300,藤
釣り,8.0,0.3375,釣り
気持ち,11.0,0.9182,気持ち
楽しむ,7.0,0.7857,楽しむ
家族,7.0,0.8000,家族
恋人,9.0,0.5222,恋人
きれい,8.0,0.2500,きれい
ゴミ,7.0,0.1143,ゴミ
王子ケ岳,8.0,0.7125,王子ケ岳
海岸,60.0,0.6950,海岸
美しい海岸,9.0,0.7556,美しい海岸
海水浴,84.0,0.5429,海水浴
海,65.0,0.3154,海
海の施設,14.0,0.7071,海の施設
波,21.0,0.6714,波
砂浜,63.0,0.7016,浜辺,砂浜
貝殻拾い,10.0,0.6100,貝殻拾い
ビーチスポーツ,17.0,0.7000,ビーチスポーツ
島,9.0,0.6111,島
ホテル,22.0,0.6500,ホテル
ダイヤモンド瀬戸内マリンホテル,7.0,0.8143,ダイヤモンド瀬戸内マリンホテル
水族館,32.0,0.6938,水族館
瀬戸大橋,40.0,0.7825,瀬戸大橋
