陶芸,6.0,0.6833,陶芸
花,10.0,0.6500,花
自然,8.0,0.9125,自然
天気,3.0,0.7333,天気
入場料,14.0,0.8071,入場料
ビレッジ,3.0,-0.2333,ビレッジ
温泉,4.0,0.6500,温泉
遊び場,6.0,0.9167,屋内遊び場,遊び場
公園,11.0,0.6545,公園
駐車場,6.0,0.6833,駐車場
建物・施設,3.0,0.4333,建物・施設
空間,6.0,0.0500,空間
宿泊施設,12.0,0.2750,宿泊施設,レストラン
芝生広場,8.0,0.8375,芝生広場
ピクニック,8.0,0.8625,ピクニック
カフェ,3.0,0.7333,カフェ
イベント,3.0,0.6667,イベント
パン屋,14.0,0.2429,パン屋
アイスクリーム体験,5.0,0.7400,アイスクリーム体験
果物狩り,12.0,0.6333,果物狩り
野菜,7.0,0.5143,野菜
食事,5.0,0.5600,食事
肉類,4.0,0.5250,肉類
子供,21.0,0.7714,子供,子連れ
うさぎ,9.0,0.7333,うさぎ
馬,22.0,0.7500,馬
ヤギ,10.0,0.6700,ヤギ
触れ合いコーナー,4.0,0.9000,触れ合いコーナー
動物園,4.0,0.8250,動物園
動物,10.0,0.7400,動物
乗馬体験,10.0,0.8700,乗馬体験
餌やり,6.0,0.6667,餌やり
体験,7.0,0.7857,体験,体験活動
アスレチック,13.0,0.7077,アスレチック
