秋吉台,32.0,0.6375,秋吉台
鍾乳石,159.0,0.7830,鍾乳石,鍾乳洞
洞窟,97.0,0.7340,洞窟
混雑,14.0,-0.1357,混雑
観光客,14.0,0.1357,観光客
説明,23.0,0.5696,説明
入場料,17.0,-0.0588,入場料
エレベーター,35.0,0.2771,エレベーター
入口,26.0,0.3692,入口
駐車場,47.0,0.1596,駐車場
バス,16.0,0.1562,バス
自然,79.0,0.8987,自然
神秘的,26.0,0.9038,神秘的
空間,16.0,0.7125,空間
水,16.0,0.3562,水
川,12.0,0.8000,川
夏,27.0,0.6815,夏
気温,21.0,0.2714,気温
自然のクーラー,12.0,0.8417,自然のクーラー
涼しい,91.0,0.6516,涼しい
広さ,27.0,0.7481,広さ
スケール,24.0,0.8375,スケール
百枚皿,34.0,0.7412,百枚皿
黄金の柱,21.0,0.7571,黄金の柱
暗さ,16.0,-0.4187,暗さ
照明,32.0,0.3344,照明
景観,26.0,0.8231,景観
さ,25.0,0.6920,快適さ,歩きやすさ
雰囲気,19.0,0.4789,雰囲気
感動,13.0,0.7615,感動
家族連れ,19.0,0.6316,家族連れ
子供,17.0,0.2294,子供
靴,31.0,0.2742,靴
足元,31.0,-0.2903,足元
冒険コース,31.0,0.5032,冒険コース
