外国人観光客,84.0,0.3119,観光客,外国人観光客
サイズ,24.0,0.2250,サイズ
便利,30.0,0.8300,便利
コインロッカー,23.0,0.0261,コインロッカー
ホテル,23.0,0.6478,ホテル
案内,16.0,0.4250,案内
混雑,56.0,-0.4643,人の多さ,混雑
人物,11.0,-0.1727,人物
建築,17.0,0.5118,建築
エスカレーター,19.0,0.3158,エスカレーター
大階段,29.0,0.5966,大階段
イルミネーション,12.0,0.7750,イルミネーション
景色,12.0,0.6583,景色
天井,11.0,0.7364,天井
お土産屋さん,78.0,0.6256,お土産,お土産屋さん
伊勢丹,37.0,0.6486,伊勢丹
ショッピング,30.0,0.7333,ショッピング
お店,29.0,0.7000,お店
飲食,50.0,0.5920,飲食店,飲食場所
お弁当,11.0,0.4364,お弁当
京都タワー,33.0,0.6152,京都タワー
バス,24.0,0.4917,バス
乗り場,14.0,0.0429,乗り場
駅員,12.0,0.3250,駅員
JR,31.0,0.4290,JR
乗り換え,15.0,0.4067,乗り換え
電車,21.0,0.2905,電車
地下鉄,26.0,0.3692,地下鉄
駅,132.0,0.5682,駅ビル,駅
新幹線,82.0,0.4415,新幹線
近鉄,26.0,0.5192,近鉄
