天然記念物,4.0,0.7750,天然記念物
遊龍の松,19.0,0.8526,遊龍の松
松,15.0,0.7000,松
紅葉,46.0,0.8087,紅葉
桜,34.0,0.7794,桜
花,4.0,0.5000,花
紫陽花,38.0,0.7790,紫陽花
交通,5.0,-0.4400,交通
駐車場,11.0,0.3000,駐車場
バス,9.0,-0.0667,バス
阪急,8.0,-0.0375,阪急
西山,14.0,0.5143,白山,西山
坂道,10.0,-0.4000,坂道
道,7.0,-0.0714,道
アウトドア活動,4.0,0.3500,アウトドア活動
景色,31.0,0.7871,景色
雰囲気,7.0,0.7857,雰囲気
混雑,6.0,-0.0667,混雑
穴場スポット,4.0,0.7500,穴場スポット
自然,4.0,0.5750,自然
庭園,4.0,0.8750,庭園
境内,19.0,0.6105,境内
京都市内,28.0,0.6071,京都市内
西国三十三所,11.0,0.5636,西国三十三所
桂昌院,5.0,-0.1000,桂昌院
神社,4.0,0.1500,神社
お守り,4.0,0.7000,お守り
御朱印,4.0,0.3750,御朱印
仏像,9.0,0.5889,仏像
阿弥陀,5.0,0.3600,阿弥陀
寺宝館,10.0,0.4100,寺宝館
薬師,8.0,0.4500,薬師
お堂,11.0,0.4455,お堂
お寺,33.0,0.6212,お寺
アクセス,13.0,-0.5000,アクセス
