遊覧船,11.0,0.4000,遊覧船
桟橋,5.0,0.3000,桟橋
自衛隊,24.0,0.4708,海上自衛隊の船舶,海上自衛隊,自衛隊の船
軍港,5.0,0.3600,軍港
海軍,6.0,0.6333,海軍
船舶,4.0,0.7250,船舶
赤れんが建物,64.0,0.6219,赤れんが建物,赤れんが倉庫
赤れんが,22.0,0.6045,赤れんが,赤れんがパーク
倉庫,6.0,0.6000,倉庫
レンガ,22.0,0.6227,レンガの歴史,レンガ造りの建物,レンガ
お土産店,44.0,0.5455,お土産店,お土産屋,お土産
レストラン,30.0,0.3600,レストラン
喫茶店,5.0,0.5000,喫茶店
カフェ,20.0,0.4250,カフェ
店舗,8.0,0.0750,店舗
肉じゃが,7.0,0.4143,肉じゃが
海軍カレー,18.0,0.6167,海軍カレー
展示,15.0,0.4000,展示
引揚記念館,5.0,0.5000,引揚記念館
博物館,14.0,0.4071,博物館
歴史,5.0,0.3800,歴史
文化財,5.0,0.6000,文化財
建物,14.0,0.5643,建物
公園,6.0,0.7333,公園
駐車場,17.0,0.3706,駐車場
無料,6.0,0.7667,無料
イベント,20.0,0.5650,イベント
照明,7.0,0.7714,照明
デザイン,8.0,0.4500,デザイン
風景,5.0,0.8200,風景
レトロ,9.0,0.7667,レトロ
雰囲気,8.0,0.7750,雰囲気
映画撮影場所,7.0,0.6714,映画撮影場所
散策,4.0,0.2000,散策
写真撮影場所,5.0,0.8000,写真撮影場所
