舟屋,25.0,0.6560,舟屋
カモメ,75.0,0.4360,カモメの餌やり,カモメ
鳥の餌やり,16.0,0.4875,鳥の餌やり,エサやり
トンビ,19.0,-0.0684,トンビ
鳥類,12.0,0.3417,鳥類
ウミネコ,11.0,0.3091,ウミネコ
遊覧船,72.0,0.5639,遊覧船
船,29.0,0.3345,船,船舶
乗り場,4.0,0.2750,乗り場
乗船,5.0,0.2600,乗船
天橋立,17.0,0.6529,天橋立
海の景色,4.0,0.8750,海の景色
海,4.0,0.8500,海
自然,4.0,0.4000,自然
景色,30.0,0.8000,景色
雰囲気,4.0,0.4500,雰囲気
気象条件,14.0,0.7571,気象条件
えびせん,25.0,0.3520,えびせん,かっぱえびせん
子供,5.0,0.7800,子供
バス,8.0,0.2125,バス
ケーブルカー,8.0,0.7375,ケーブルカー
売店,5.0,0.0600,売店
チケット販売,6.0,0.1167,チケット販売
駐車場,13.0,0.0538,駐車場
料金,11.0,0.6727,料金
レンタルサービス,6.0,0.6167,レンタルサービス
