cluster-0000-0000-0000-0000-0000,魚
cluster-0019-0002-0000,小籠包,餃子
cluster-0019-0002-0001-0000-0000,中華料理
cluster-0019-0002-0001-0000-0001,ラーメン
cluster-0019-0002-0002,団子
cluster-0020-0000-0000-0000-0000,味
cluster-0020-0000-0000-0000-0001,におい
cluster-0020-0000-0001,食材,美味しいもの,美味しい,食べ物
cluster-0020-0001-0000,料理,調理
cluster-0020-0001-0001,揚げ物,天ぷら
cluster-0021-0000,アミューズメントパーク,公園,植物園,動物園,セントラルパーク,遊園地,花鳥園
cluster-0021-0001,海洋博物館,水族館,マリンワールド,須磨海浜水族園,須磨水族館,須磨海岸
cluster-0022-0000,ホテル,宿泊,旅館,宿,休憩所,宿泊施設
cluster-0022-0001,施設,育児施設,サウナ施設
cluster-0022-0002,屋内,屋内施設
cluster-0022-0003,園内,館内,施設内
cluster-0023-0000,城内,城,お城,白鷺城
cluster-0023-0001,街並み,町並み
cluster-0023-0002,中華街,横浜中華街
cluster-0024,構造,建物,建築,建物のデザイン
cluster-0025-0000-0000,館,ミュージアム
cluster-0025-0000-0001-0000-0000,パビリオン
cluster-0025-0000-0001-0000-0001,アマゾン館
cluster-0025-0001-0000-0000-0000,キッザニア
cluster-0025-0001-0000-0000-0001,イオン
cluster-0026,洋館,西洋風建物
cluster-0027-0000-0000,老祥記
cluster-0027-0000-0001,好古園
cluster-0028-0000-0000,風見鶏の館
cluster-0028-0000-0001,うろこの家
cluster-0029-0000,子供用遊びスペース,子供の遊び場
cluster-0029-0001,子供,子供たち,子供服
cluster-0029-0002-0000,大人,大人向け
cluster-0029-0002-0001,子連れ,家族連れ,子供連れ
cluster-0029-0002-0002-0000-0000-0000-0000,家族
cluster-0029-0002-0002-0000-0000-0000-0001,カップル
cluster-0029-0002-0002-0001,親
cluster-0030,動物とのふれあい,動物との距離,動物と触れ合う場所
cluster-0031,触れ合い体験,ふれあいコーナー,触れ合い,ふれあい
cluster-0032-0000-0000,ピザ作り体験,乳製品作り体験
cluster-0032-0000-0001,体験,職業体験,ドレス体験
cluster-0032-0000-0002,警察官と裁判官の体験
cluster-0032-0001-0000,アジ釣り,釣り堀,釣り
cluster-0032-0001-0001,エサやり,餌やり体験,餌やり
cluster-0033,スキンケア,お肌がすべすべ,肌,お肌
cluster-0034-0000-0000-0000-0000,距離
cluster-0034-0000-0000-0000-0001,温度
cluster-0034-0001-0000,道,行列
cluster-0034-0001-0001-0000-0000,時間
cluster-0034-0001-0001-0000-0001,数量
cluster-0035-0000-0000-0000-0000,自然
cluster-0035-0000-0000-0000-0001,植物
cluster-0035-0000-0001,成長
cluster-0035-0001-0000-0000-0000,牧場
cluster-0035-0001-0000-0000-0001,敷地
cluster-0035-0001-0001,有馬
cluster-0036-0000,職業,仕事
cluster-0036-0001-0000,平日,週末
cluster-0036-0001-0001,春節
cluster-0037-0000-0000,防寒,寒さ
cluster-0037-0000-0001,冬,雪,夏
cluster-0037-0001-0000,桜,花
cluster-0037-0001-0001-0000-0000,紅葉
cluster-0037-0001-0001-0000-0001,柳
cluster-0037-0002-0000-0000-0000,白さ
cluster-0037-0002-0000-0000-0001,綺麗
cluster-0037-0003-0000-0000-0000,モザイク
cluster-0037-0003-0000-0000-0001,壁
cluster-0038-0000,楽しむ,楽しい,楽しさ,遊び
cluster-0038-0001,広さ,大きさ,広い
cluster-0038-0002-0000,混雑,賑やかさ
cluster-0038-0002-0001-0000-0000,人気
cluster-0038-0002-0001-0000-0001,便利さ
cluster-0038-0003-0000-0000-0000,満足感
cluster-0038-0003-0000-0000-0001,迫力
cluster-0039,外国人,外国人観光客,観光客
cluster-0040-0000-0000,異人館
cluster-0040-0000-0001,異国情緒
cluster-0041-0000,雰囲気,空気感,風情,雰囲気と風情
cluster-0041-0001-0000,風,天気
cluster-0041-0001-0001,中国風
cluster-0042,座席,椅子,席,前列の席
cluster-0043,駐車場,駐車料金
cluster-0044,有料エリア,無料エリア
cluster-0045-0000,入場,入場料,入園料
cluster-0045-0001,料金,価格
cluster-0045-0002-0000-0000-0000,受付
cluster-0045-0002-0000-0000-0001,予約
cluster-0045-0002-0001,チケット
cluster-0045-0002-0002,スタッフ
cluster-0046,写真,フォトスポット,写真撮影
cluster-0047-0000-0000-0000-0000,デート
cluster-0047-0000-0000-0000-0001,誕生日
cluster-0047-0001-0000-0000-0000,イベント
cluster-0047-0001-0000-0000-0001,ウェディング
cluster-0047-0002-0000-0000-0000,歴史
cluster-0047-0002-0000-0000-0001,バイキング
cluster-0048-0000,花火大会,花火
cluster-0048-0001,ライトアップ,イルミネーション
cluster-0049-0000-0000,スターバックス,スタバ
cluster-0049-0000-0001-0000-0000-0000-0000,カフェ
cluster-0049-0000-0001-0000-0000-0000-0001,飲茶
cluster-0049-0000-0001-0001,サイダー
cluster-0049-0001-0000-0000-0000,アクティビティ,アトラクション
cluster-0049-0001-0000-0000-0001,アクセス
cluster-0049-0001-0000-0001-0000-0000-0000,アメニティ
cluster-0049-0001-0000-0001-0000-0000-0001,アスレチック
cluster-0049-0001-0001-0000,パス,年間パス
cluster-0049-0001-0001-0001-0000-0000-0000,ららぽーと
cluster-0049-0001-0001-0001-0000-0000-0001,プール
cluster-0049-0002-0000-0000-0000,リラックス
cluster-0049-0002-0000-0000-0001,疲れを癒す
cluster-0049-0002-0001-0000,駅,鉄道
cluster-0049-0002-0001-0001,鉄分
cluster-0049-0002-0002-0000-0000,射的ゲーム
cluster-0049-0002-0002-0000-0001,絶叫系
cluster-0049-0002-0003-0000-0000-0000-0000,ドライブ
cluster-0049-0002-0003-0000-0000-0000-0001,ダイブ
cluster-0049-0002-0003-0001,スケート
cluster-0049-0002-0003-0002,オルゴール
cluster-0050-0000-0000-0000-0000,ポートタワー
cluster-0050-0000-0000-0000-0001,ポートライナー
cluster-0050-0001,船,遊覧船
cluster-0050-0002-0000-0000-0000,海
cluster-0050-0002-0000-0000-0001,港
cluster-0050-0003-0000-0000-0000,クルーズ
cluster-0050-0003-0000-0000-0001,ハーバーランド
cluster-0050-0004-0000-0000-0000,umie
cluster-0050-0004-0000-0000-0001,スマスイ
cluster-0050-0005-0000-0000-0000,三宮
cluster-0050-0005-0000-0000-0001,新神戸駅
cluster-0050-0006-0000-0000-0000,明石海峡大橋
cluster-0050-0006-0000-0000-0001,天守閣
cluster-0050-0007-0000-0000-0000,カワサキ
cluster-0050-0007-0000-0000-0001,川沿い
cluster-0050-0008-0000-0000-0000,震災
cluster-0050-0008-0000-0000-0001,改修工事
cluster-0050-0009-0000,水槽展示,水槽
cluster-0050-0009-0001-0000-0000,金泉
cluster-0050-0009-0001-0000-0001,泉質
cluster-0050-0009-0002-0000-0000-0000-0000,国宝
cluster-0050-0009-0002-0000-0000-0000-0001,世界遺産
cluster-0050-0009-0002-0001,掘り出し物
cluster-0051,展望台,眺望
cluster-0052,景色,夜景,景観
cluster-0053-0000,六甲山,六甲山登山
cluster-0053-0001-0000-0000-0000,階段
cluster-0053-0001-0000-0000-0001,階層
cluster-0053-0001-0001-0000-0000,屋台
cluster-0053-0001-0001-0000-0001,滑り台
cluster-0053-0002-0000,坂,坂道
cluster-0053-0002-0001-0000-0000-0000-0000,山
cluster-0053-0002-0001-0000-0000-0000-0001,登山
cluster-0053-0002-0001-0001,山頂
cluster-0054-0000,散歩,散策,遠足
cluster-0054-0001,ドライブサファリ,サファリ
cluster-0054-0002,シャトルバス,サファリバス
cluster-0055,ベビーカー,ベビーカーの貸出
cluster-0056-0000,ケーブルカー,ロープウェイ
cluster-0056-0001-0000-0000-0000,観覧車
cluster-0056-0001-0000-0000-0001,ジェットコースター
cluster-0057-0000,車,乗り物
cluster-0057-0001,マイカー
cluster-0057-0002,自家用車
cluster-0057-0003,交通手段
