cluster-0000,湯郷温泉,湯原インター,湯原そば,湯原温泉,湯原温泉街,湯原
cluster-0001,健康と温泉,温泉の質,温泉の質と施設の清潔さ,温泉と自然,自然と温泉
cluster-0002,温泉・銭湯,温泉・風呂
cluster-0045-0002,国宝,宝物
cluster-0046-0000,三の丸跡,二の丸跡
cluster-0046-0001-0000-0000-0000,遺産
cluster-0046-0001-0000-0000-0001,遺構
cluster-0046-0002,廃校跡地,廃墟
cluster-0046-0003,城跡,遺跡,史跡
cluster-0046-0004-0000,産業遺産,産業,工業地帯,産業遺構
cluster-0046-0004-0001,精錬所,精錬所跡
cluster-0046-0004-0002,銅山,鉱山
cluster-0047,門,竜宮門,赤い門,朱塗りの門,赤い鐘楼門,朱色の門,長屋門,山門,城門,西門
cluster-0048,ベンガラ製造,ベンガラ,ベンガラ工場,ベンガラの製造工程,ベンガラ屋根
cluster-0049-0000,灯籠,石灯籠
cluster-0049-0001,鐘楼,鐘楼門
cluster-0049-0002,櫓,備中櫓
cluster-0049-0003-0000-0000-0000,塔
cluster-0049-0003-0000-0000-0001,五重塔
cluster-0050-0000-0000-0000-0000,平清盛
cluster-0050-0000-0000-0000-0001,西江家
cluster-0050-0001-0000-0000-0000,海
cluster-0050-0001-0000-0000-0001,雲海
cluster-0050-0001-0001,山陽
cluster-0051-0000,山頂,頂上
cluster-0051-0001,高原,高台
cluster-0051-0002-0000-0000-0000,裾上げ
cluster-0051-0002-0000-0000-0001,高さ
cluster-0051-0002-0001,チューハイ
cluster-0052-0000-0000,サンバ,ブラジルサンバショー
cluster-0052-0000-0001,フラミンゴ
cluster-0052-0000-0002,ブラジリアン
cluster-0052-0001,エル・グレコの受胎告知,エル・グレコ
cluster-0052-0002,グラウンド,グランド
cluster-0052-0003-0000,アイビースクエア,アイビー
cluster-0052-0003-0001,広場,芝生広場,芝生
cluster-0053-0000,坂道,坂,ぐるぐる坂道,還暦坂
cluster-0053-0001-0000,エレベーター,階段・エレベーター
cluster-0053-0001-0001,階段,石段
cluster-0053-0002-0000-0000-0000,茅の輪くぐり
cluster-0053-0002-0000-0000-0001,かけ流し
cluster-0053-0002-0001-0000-0000-0000-0000,傾斜
cluster-0053-0002-0001-0000-0000-0000-0001,タイムスリップ
cluster-0053-0002-0001-0001,事故
cluster-0053-0003-0000-0000-0000,バンジージャンプ
cluster-0053-0003-0000-0000-0001,パラグライダー
cluster-0053-0004,芝滑り,スケート
cluster-0053-0005-0000-0000-0000,滑り台
cluster-0053-0005-0000-0000-0001,転車台
cluster-0054,レンガ,レンガ建築,赤レンガ
cluster-0055-0000,格子窓,車窓
cluster-0055-0001-0000-0000-0000,絶壁
cluster-0055-0001-0000-0000-0001,白壁
cluster-0055-0002-0000-0000-0000,回廊
cluster-0055-0002-0000-0000-0001,縁側
cluster-0055-0003-0000-0000-0000,道幅
cluster-0055-0003-0000-0000-0001,屏風
cluster-0056-0000-0000-0000-0000,レンコン
cluster-0056-0000-0000-0000-0001,れんこんコロッケ
cluster-0056-0001-0000,のれんの町,のれん
cluster-0056-0001-0001,じゃらん
cluster-0057,リベットとボタン,リベット
cluster-0058,ブルーライン,岡山ブルーライン
cluster-0059,建物内,建物内部と外部
cluster-0060,内装,インテリア
cluster-0061,園内,敷地,屋内施設,室内,施設内,室内施設,境内
cluster-0062-0000,入場管理,入場料,入館料,入場,入場制限,入場無料
cluster-0062-0001-0000,出入口,入口
cluster-0062-0001-0001-0000-0000,手入れ
cluster-0062-0001-0001-0000-0001,入園料
cluster-0063,建物,建築,建築物,大規模建築
cluster-0064,建築要素,建築構造,建築様式
cluster-0065-0000,洋風建築,洋館
cluster-0065-0001-0000-0000-0000,円筒形の建物
cluster-0065-0001-0000-0000-0001,木造校舎
cluster-0066-0000,部屋,客室,分館,使用人部屋
cluster-0066-0001-0000-0000-0000,宿
cluster-0066-0001-0000-0000-0001,宿場町
cluster-0066-0002-0000-0000-0000,小屋
cluster-0066-0002-0000-0000-0001,コテージ
cluster-0066-0003-0000-0000-0000,屋台
cluster-0066-0003-0000-0000-0001,居酒屋
cluster-0066-0004,富豪,豪邸,豪商の屋敷,豪商の邸宅
cluster-0066-0005,家屋,住宅,住宅地
cluster-0066-0006,邸宅,邸
cluster-0066-0007,武家屋敷,お屋敷
cluster-0066-0008-0000,ハウス,ハウス内
cluster-0066-0008-0001,赤い屋根,屋根
cluster-0067,蒜山,蒜山高原,蒜山やきそば,蒜山三座,蒜山ジャージーランド,蒜山大山スカイライン,蒜山の食べ物,蒜山サービスエリア,蒜山グルメ,蒜山焼きそば,蒜山インター
cluster-0068,津山,津山城跡,津山駅,津山の景色,津山城,津山の街並み,津山グルメ
cluster-0069,山岳景観,山岳,山岳観光,山岳地帯,山岳信仰,山岳地形,山岳・ハイキング
cluster-0070-0000,鶴山公園,鶴形山,鶴島
cluster-0070-0001,鷲羽山ハイランド,鷲羽山
cluster-0070-0002,那岐山,御嶽山,愛宕山
cluster-0071-0000,深山公園,みやま公園
cluster-0071-0001-0000-0000-0000,山奥
cluster-0071-0001-0000-0000-0001,深山カフェ
cluster-0072,勝山,勝山城址,中国勝山駅
cluster-0073,大山,大佐山,山,城山
cluster-0074-0000-0000,牛窓,牛窓海岸,牛窓海水浴場
cluster-0074-0000-0001,リゾート,海岸リゾート,海辺のリゾート
cluster-0074-0000-0002,海岸,浜辺,白砂浜,砂浜
cluster-0074-0000-0003,海水浴,海水浴場
cluster-0074-0000-0004,ビーチ,ビーチスポーツ,ビーチアクティビティ
cluster-0074-0001,瀬戸大橋,瀬戸内海の島々,瀬戸内海の景色,瀬戸内国際芸術祭,瀬戸内少年野球団,瀬戸内の島々,瀬戸内の風景
cluster-0074-0002-0000,玉野市の歴史と海,玉野
cluster-0074-0002-0001,玉島,玉島の町並み,豊島
cluster-0074-0003,児島デニム,児島,児島虎次郎,児島観光港
cluster-0074-0004-0000-0000-0000,頭島
cluster-0074-0004-0000-0000-0001,大多府島
cluster-0074-0004-0001,小豆島
cluster-0074-0005,鹿久居島,犬島,亀島
cluster-0074-0006-0000,無人島,小さな島
cluster-0074-0006-0001,真鍋島
cluster-0074-0007-0000,島,島々,島巡り,島と船
cluster-0074-0007-0001-0000-0000,与島PA
cluster-0074-0007-0001-0000-0001,台地
cluster-0075,岡山駅,岡山駅周辺のホテル,岡山城,JR岡山駅,岡山市の文化と歴史,岡山の歴史,岡山駅西口,岡山の美術,岡山ゆかりの芸術家,岡山県ゆかりの作品,ファジアーノ岡山,岡山県北部,岡山藩,岡山の食文化
cluster-0076-0000-0000-0000-0000-0000-0000,白鳥
cluster-0076-0000-0000-0000-0000-0000-0001,千鳥
cluster-0076-0000-0000-0001-0000-0000-0000,鳥の鳴き声
cluster-0076-0000-0000-0001-0000-0000-0001,ひよこ
cluster-0076-0000-0001-0000-0000-0000-0000,あきひめ
cluster-0076-0000-0001-0000-0000-0000-0001,ひめのもち
cluster-0076-0000-0001-0001-0000-0000-0000,カキオコ
cluster-0076-0000-0001-0001-0000-0000-0001,さちのか
cluster-0076-0000-0001-0001-0001,いがらしゆみこ
cluster-0076-0000-0002,かおり野,かおりの
cluster-0076-0000-0003-0000-0000,こども
cluster-0076-0000-0003-0000-0001,のどか
cluster-0076-0000-0004-0000,雛人形,人形
cluster-0076-0000-0004-0001,りかちゃん人形,からくり人形
cluster-0076-0000-0004-0002-0000,平家ゆかり,平家
cluster-0076-0000-0004-0002-0001-0000,お姫様体験,お姫様
cluster-0076-0000-0004-0002-0001-0001-0000-0000-0000,市岐島姫
cluster-0076-0000-0004-0002-0001-0001-0000-0000-0001,姫路城
cluster-0076-0000-0004-0002-0001-0001-0001,章姫
cluster-0076-0001,竹久夢二,夢二,夢二の作品,竹久夢二の作品,夢二郷土美術館
cluster-0076-0002,吹屋町並み,吹屋町,吹屋ふるさと村
cluster-0076-0003,海風,風,風車,風の家
cluster-0077-0000-0000,昭和レトロ,昭和,昭和館,昭和時代
cluster-0077-0000-0001,戦争と戦国時代,戦国時代
cluster-0077-0000-0002,明治時代,江戸時代
cluster-0077-0001-0000-0000-0000-0000-0000,棟方志功
cluster-0077-0001-0000-0000-0000-0000-0001,有松啓介
cluster-0077-0001-0000-0001,創設者
cluster-0077-0001-0000-0002,森忠政
cluster-0077-0001-0001-0000-0000,温羅伝説
cluster-0077-0001-0001-0000-0001,宮本武蔵
cluster-0077-0001-0002-0000,秀吉,豊臣秀吉
cluster-0077-0001-0002-0001,後醍醐天皇
cluster-0077-0002,大原美術館,大原家,大原孫三郎
cluster-0077-0003-0000-0000-0000,下津井
cluster-0077-0003-0000-0000-0001,磯崎新
cluster-0077-0003-0001,サツキの大刈込
cluster-0077-0004-0000,池田家,池田光政
cluster-0077-0004-0001,広兼家
cluster-0077-0005,橋,大橋家
cluster-0077-0006-0000-0000-0000,お堀
cluster-0077-0006-0000-0000-0001,小堀遠州
cluster-0077-0007-0000-0000-0000,八つ墓村,八つ墓村のロケ地
cluster-0077-0007-0000-0000-0001-0000,蔵,米蔵
cluster-0077-0007-0000-0000-0001-0001,八間蔵
cluster-0077-0007-0000-0001-0000-0000-0000,総社
cluster-0077-0007-0000-0001-0000-0000-0001,無人社
cluster-0077-0007-0000-0002-0000,ビレッジ,村
cluster-0077-0007-0000-0002-0001,新庄村
cluster-0077-0007-0000-0003-0000,日生,日生駅
cluster-0077-0007-0000-0003-0001-0000-0000-0000-0000,セブンイレブン
cluster-0077-0007-0000-0003-0001-0000-0000-0000-0001,イトーヨーカドー
cluster-0077-0007-0000-0003-0001-0001,スーパー
cluster-0077-0007-0000-0003-0001-0002,アリオ
cluster-0077-0007-0001,笠岡市,笠岡駅,笠岡港,笠岡ベイファーム
cluster-0077-0007-0002,由加山蓮台寺,由加山,由加神社
cluster-0077-0007-0003,西川,西川沿い
cluster-0077-0007-0004-0000-0000,西日本の都市
cluster-0077-0007-0004-0000-0001,本州と四国
cluster-0077-0007-0005-0000-0000,奥津荘
cluster-0077-0007-0005-0000-0001,西の尾瀬
cluster-0078,城下町,お城,山城,城,城内,烏城,城郭
cluster-0079,市中心部,中心部
cluster-0080,城址公園,城址
cluster-0081-0000,現存天守,天守閣,天守
cluster-0081-0001-0000-0000-0000,天空の城
cluster-0081-0001-0000-0000-0001,黒いお城
cluster-0081-0002,竹田城,松山城,備中松山城,高松城跡,高松城,高田城,高田城址
cluster-0082,役場,倉敷町役場
cluster-0083,倉敷駅,倉敷美観地区,倉敷川,倉敷の街並み
cluster-0084,倉敷格子,倉敷窓
cluster-0085,町並み,街並み,歴史的町並み,街並,古い町並み,歴史的な街並み,町屋建築,町家
cluster-0086-0000-0000,メインストリート,門前町
cluster-0086-0000-0001,えびす商店街
cluster-0086-0000-0002,美星町
cluster-0086-0001,市民の憩いの場,都会のオアシス
cluster-0086-0002-0000-0000-0000,弁柄色の街並み
cluster-0086-0002-0000-0000-0001,花美人の里
cluster-0087-0000,歴史的遺産,歴史的な場所,歴史的建築,歴史的建造物,歴史的建造物と自然,歴史的建築物,歴史的遺物,歴史的観光スポット,歴史的な建物,歴史・名所,歴史的観光地,歴史的寺院,歴史的遺跡,歴史的戦場
cluster-0087-0001-0000,古代の歴史,古代オリエント
cluster-0087-0001-0001-0000-0000,化石
cluster-0087-0001-0001-0000-0001,考古学
cluster-0087-0002,歴史的魅力,歴史,歴史的,歴史・文化,歴史的資料,歴史と文化,歴史資料,歴史・文化遺産,歴史的雰囲気,歴史的生活,歴史文化,郷土史,歴史と神聖さ,歴史・調査
cluster-0088,和気清麻呂公,和気清麻呂,和気清麻呂像,和気清麻呂の像
cluster-0089-0000-0000,仏教建築,仏教,仏教関連
cluster-0089-0000-0001,宗教・信仰,精神性,宗教行事,宗教・修行
cluster-0089-0001-0000,法然上人,法然上人誕生の地
cluster-0089-0001-0001-0000,真言宗,浄土宗
cluster-0089-0001-0001-0001,清水宗治
cluster-0089-0001-0001-0002,三浦貞宗
cluster-0090,参拝客,参拝者
cluster-0091,参拝,参拝・祈願
cluster-0092,初詣,お参り
cluster-0093-0000,子供と安産祈願,子供と祈願
cluster-0093-0001,祈祷,祈願
cluster-0093-0002-0000-0000-0000,仁王像
cluster-0093-0002-0000-0000-0001,不動明王
cluster-0093-0002-0001,龍王信仰
cluster-0093-0003-0000-0000-0000,権現
cluster-0093-0003-0000-0000-0001,観音
cluster-0093-0004-0000,神道,神主さん,御当主
cluster-0093-0004-0001,お守り,子どもの守り神,守り神,縁起物
cluster-0094-0000,円通寺,円通寺公園
cluster-0094-0001,寺院,お寺,寺
cluster-0094-0002,竜安寺,龍泉寺
cluster-0094-0003,宝福寺,石山寺,菩提寺
cluster-0094-0004-0000-0000-0000,国分寺
cluster-0094-0004-0000-0000-0001,誕生寺
cluster-0095-0000,鳥居,大鳥居
cluster-0095-0001-0000-0000-0000,古墳
cluster-0095-0001-0000-0000-0001,首塚
cluster-0096-0000,聖地,聖廟
cluster-0096-0001-0000-0000-0000,パビリオン
cluster-0096-0001-0000-0000-0001,磐座
cluster-0096-0002,ゴディバ
cluster-0097-0000,本堂,講堂
cluster-0097-0001-0000-0000-0000,大仙院
cluster-0097-0001-0000-0000-0001,西大寺会陽
cluster-0097-0001-0001,鬼女台展望休憩所
cluster-0098-0000,備前一宮駅,備中国一宮
cluster-0098-0001,本殿,社殿,御釜殿,拝殿,絵馬殿
cluster-0099-0000,吉備津彦命,吉備津,吉備の国,吉備津神社,吉備津彦神社
cluster-0099-0001,寺社仏閣,神社仏閣,神社・仏閣
cluster-0099-0002,神社・寺院,神社,神社・自然,神社・霊場
cluster-0099-0003-0000,八幡宮,大崎八幡宮
cluster-0099-0003-0001-0000,稲荷神社,白山神社
cluster-0099-0003-0001-0001,伊勢神宮
cluster-0099-0003-0001-0002,倉敷護国神社
cluster-0099-0003-0001-0003,日本三大稲荷
cluster-0099-0003-0001-0004,鳴釜神事
cluster-0100,試飲,試食
cluster-0101,ビールの試飲,ビールの飲み比べ
cluster-0102,食べ比べ,飲み比べ
cluster-0103,ビール,ビール製造,ビール工場見学,フローズンビール,ビール工場,生ビール,ビール陶器グラス
cluster-0104,キリン一番搾り,一番搾り
cluster-0105,キリンビール,キリン
cluster-0106-0000,日本酒,お酒,ウイスキー
cluster-0106-0001-0000-0000-0000,ジンギスカン
cluster-0106-0001-0000-0000-0001,ジン
cluster-0107,ワイナリー,酒造,酒蔵,酒造工程,宮下酒造,酒蔵見学
cluster-0108-0000,いちご狩り,イチゴ狩り,ブルーベリー狩り
cluster-0108-0001,果物狩り,ぶどう狩り,フルーツ狩り,桃狩り
cluster-0108-0002,いちご,イチゴ,いちごの品種,いちご農園,イチゴの種類,白イチゴ,白いイチゴ,いちごの帽子,イチゴのアクセサリー
cluster-0109,練乳,乳液,ジャージー牛乳,ジャージー牛,乳製品,牛乳,蒜山ジャージー牛,ジャージー乳製品,ジャージー牛乳製品
cluster-0110,桃ジュース,ジュース
cluster-0111,ソフトドリンク,飲み物
cluster-0112-0000,果物,フルーツ,果物・デザート
cluster-0112-0001-0000-0000-0000,みかん
cluster-0112-0001-0000-0000-0001,桃
cluster-0112-0001-0001,ぶどう
cluster-0112-0002-0000-0000-0000,晴苺
cluster-0112-0002-0000-0000-0001,梅
cluster-0113-0000-0000,駄菓子,和菓子
cluster-0113-0000-0001,キャンディキャンディ
cluster-0113-0001,冷たいデザート,デザート
cluster-0113-0002,スイーツ,スィーツ,スイーツと飲み物
cluster-0113-0003,夏のスイーツ,桃のスイーツ,和風スイーツ
cluster-0113-0004-0000,ジェラート,アイスクリーム,ソフトクリーム,ジェラート屋,ジャージーソフトクリーム,シュークリーム
cluster-0113-0004-0001-0000,ピオーネのレーズン,ピオーネ
cluster-0113-0004-0001-0001-0000-0000-0000,サラダ
cluster-0113-0004-0001-0001-0000-0000-0001,寿司
cluster-0113-0004-0001-0001-0001,カレー
cluster-0113-0004-0001-0002-0000-0000-0000,ピザ
cluster-0113-0004-0001-0002-0000-0000-0001,チーズケーキ
cluster-0113-0004-0001-0002-0001,ヨーグルト
cluster-0114,お弁当,弁当,ランチ,ディナー,昼食
cluster-0115,バイキングレストラン,バイキング,ビュッフェ,ランチバイキング
cluster-0116-0000,バーベキュー,ビアガーデン
cluster-0116-0001,ピクニック
cluster-0117-0000-0000-0000,ベーカリー,スイーツ・ベーカリー
cluster-0117-0000-0000-0001,おいCベリー
cluster-0117-0000-0001-0000-0000-0000-0000,ベビー用品店
cluster-0117-0000-0001-0000-0000-0000-0001,ベビーカー
cluster-0117-0000-0001-0001,バッテリーカー
cluster-0117-0000-0001-0002,ベティスミス
cluster-0117-0001,パン屋,石窯パン,パン,パン作り
cluster-0117-0002-0000,あんころ餅,餅,お餅
cluster-0117-0002-0001-0000,いちご大福,豆大福
cluster-0117-0002-0001-0001,きびだんご
cluster-0117-0003-0000-0000-0000,牛
cluster-0117-0003-0000-0000-0001,牛餅丼
cluster-0117-0004-0000-0000-0000,バングル
cluster-0117-0004-0000-0000-0001,バーガー
cluster-0118,地元の人々,地元の特産品,特産物,地元,ご当地グルメ,地元活性化,地元コミュニティ,地元の食材,地元の人,郷土料理,地元産品,地元の人々との交流,地元のグルメ,特産品,地元料理,地産地消料理,地元特産品,ご当地,地元農産物
cluster-0119,グルメ,テイクアウトグルメ,グルメ・飲食,グルメ・レジャー
cluster-0120,食べ物・飲み物,食べ物,飲食・買い物,食べ物屋,飲食物,食事と買い物,飲食・ショッピング
cluster-0121-0000,食べ放題,食べ歩き
cluster-0121-0001-0000,フードコート,食堂
cluster-0121-0001-0001,ユニークなフード
cluster-0122,飲食・休憩施設,飲食施設,飲食店,食事施設
cluster-0123,食事,食事体験,食事処,食事エリア
cluster-0124-0000,地元野菜,地元の野菜
cluster-0124-0001,野菜,お野菜
cluster-0124-0002-0000,大根,蒜山大根
cluster-0124-0002-0001-0000,黒豆,枝豆
cluster-0124-0002-0001-0001,とうもろこし,トウモロコシ
cluster-0124-0002-0001-0002,ジャンボピーマン
cluster-0125-0000-0000,すきしゃぶ,鯛しゃぶ
cluster-0125-0000-0001,ジビエ料理,川魚料理
cluster-0125-0000-0002-0000-0000,タコ料理
cluster-0125-0000-0002-0000-0001,穴子料理
cluster-0125-0000-0003,アナゴの蒲焼き
cluster-0125-0001,イタリアン料理,イタリア料理
cluster-0125-0002-0000-0000,和食,部屋食
cluster-0125-0002-0000-0001,精進料理
cluster-0125-0002-0001-0000,惣菜,お惣菜
cluster-0125-0002-0001-0001-0000-0000-0000,おつまみ
cluster-0125-0002-0001-0001-0000-0000-0001,前菜
cluster-0125-0002-0001-0001-0001,刺身
cluster-0125-0003,季節の食材,食材
cluster-0125-0004,料理,料理の温度,お料理
cluster-0126-0000,ソーセージ作り体験,ソーセージ
cluster-0126-0001,肉まん,青い肉まん
cluster-0126-0002,肉料理,ローストビーフ,お肉,猪肉料理
cluster-0127,ホルモン料理,ホルモンうどん,津山ホルモンうどん
cluster-0128,蕎麦,おかゆ,スープ,味噌
cluster-0129,うどん,ラーメン,ひるぜん焼きそば
cluster-0130-0000,天ぷら,揚げ物
cluster-0130-0001-0000,鍋,煮物
cluster-0130-0001-0001,湯豆腐
cluster-0131,新鮮な魚介類,新鮮な野菜,新鮮な食材
cluster-0132,新鮮,鮮度
cluster-0133-0000,オオサンショウウオとカニ,オオサンショウウオ
cluster-0133-0001,牡蠣,牡蠣祭り,牡蠣ソフトクリーム,牡蠣料理
cluster-0133-0002-0000,魚介類,魚,魚類養殖,魚類,鮮魚,お魚
cluster-0133-0002-0001,海鮮,海鮮料理,海産物,海洋生物,海の生き物,瀬戸内海の海産物
cluster-0134-0000,漁港,漁村
cluster-0134-0001,港町下津井,宇野港,宝伝港,港町
cluster-0135,釣り,釣り堀,釣りバカ
cluster-0136,鯉,鯉の餌やり
cluster-0137,餌やり,餌やり体験,餌
cluster-0138,交通アクセス,交通手段,アクセス・移動,交通・アクセス,交通・移動,アクセス,アクセスの良さ,交通案内,交通,交通アクセス・利便性,交通・インフラ,アクセス・交通,交通インフラ,アクセスの難易度,インフラ,交通・駐車場,交通アクセスと料金,交通・駐車,交通拠点,アクセスと歩行,交通・車両関連,サービスとアクセス,交通機関,アクセスのしやすさ,交通・道路
cluster-0139-0000,道の駅,道の駅メルヘンの里新庄
cluster-0139-0001,駅前,駅,海の駅,鉄道駅,駅アクセス
cluster-0139-0002-0000-0000-0000,伊部駅
cluster-0139-0002-0000-0000-0001,八浜駅
cluster-0139-0002-0001,備中高梁駅
cluster-0139-0002-0002,JR笠岡駅
cluster-0140,扇形車庫,扇形機関庫,旧津山扇形機関車庫,扇形機関車庫
cluster-0141-0000,蒸気機関車,ディーゼル機関車
cluster-0141-0001,鉄道車両,車両
cluster-0141-0002,鉄道,電車
cluster-0141-0003,路面電車
cluster-0142,鉄道模型,鉄道ファン,鉄道遺産,鉄道展示,鉄道博物館,鉄道館,鉄道の歴史
cluster-0143-0000-0000,プラレール
cluster-0143-0000-0001,トミカ
cluster-0144,ミニSL,ミニ鉄道公園,ミニ鉄道
cluster-0145-0000,水車,水上交通
cluster-0145-0001-0000-0000-0000,フェリー
cluster-0145-0001-0000-0000-0001,マリンライナー
cluster-0146-0000,北前船,備前長船
cluster-0146-0001,ボート,回船問屋,船,定期船,船長,船舶
cluster-0147-0000,米子自動車道,中国自動車道,自転車道
cluster-0147-0001,サイクリング,スカイサイクル,サイクルカー
cluster-0147-0002-0000,バイク,車
cluster-0147-0002-0001,人力車
cluster-0148-0000,サーキット,テクニカルサーキット
cluster-0148-0001-0000-0000-0000,モータースポーツ
cluster-0148-0001-0000-0000-0001,レース
cluster-0149,ドライブ,ドライブコース
cluster-0150,運転,運転手
cluster-0151,装備レンタル,レンタサイクル,レンタルサービス,レンタル,自転車レンタル
cluster-0152-0000,バス移動,バス,シャトルバス
cluster-0152-0001,乗り物,乗り物券,チケット,共通券
cluster-0153-0000-0000,無料,無料のスポット
cluster-0153-0000-0001,フリーパス
cluster-0153-0000-0002,バリアフリー
cluster-0153-0001,観光料金,駐車料金,高速道路料金
cluster-0153-0002,駐車場,車庫,パーキングエリア
cluster-0154,混雑,混雑状況,混雑度,渋滞,人混み,混雑状況と利用者層
cluster-0155,狭い道,狭い場所,狭い
cluster-0156-0000,道路状況,道路構造
cluster-0156-0001,バイパス沿い
cluster-0157,山道,道のり,道路,国道,険しい道
cluster-0158-0000,通路,遊歩道
cluster-0158-0001,通り
cluster-0158-0002,参道
