景色,186.0,0.7172,景色,眺め
展望,156.0,0.5199,展望台,展望施設,天望回廊,展望
最上階,14.0,0.1643,最上階
スカイツリー,162.0,0.7352,スカイツリー
予約,22.0,0.5773,予約
事前購入,10.0,0.1800,事前購入
チケット,46.0,-0.0478,当日券,チケット
混雑,44.0,-0.2477,混雑
待ち時間,19.0,-0.1105,待ち時間
入場,21.0,-0.1190,入場
料金,44.0,-0.4228,価格,料金
気分,10.0,0.6600,気分
迫力,10.0,0.6800,迫力
天気,67.0,0.1537,天気
富士山,25.0,0.5320,富士山
行列,12.0,-0.3000,行列
大きさ,12.0,0.6667,大きさ
ガラス張りの床,20.0,0.3850,ガラス張りの床
カフェ,14.0,0.7143,カフェ
ソラマチ,28.0,0.5821,ソラマチ
お土産,13.0,0.5538,お土産
ショッピング,23.0,0.5261,ショッピング,ショップ
エレベーター,75.0,0.4000,エレベーター
東京タワー,22.0,0.5045,東京タワー
高さ,42.0,0.4500,高さ
夜景,74.0,0.8229,夕焼け,夜景
夜,10.0,0.7800,夜
ライトアップ,26.0,0.8269,ライトアップ
クリスマスイルミネーション,14.0,0.7714,クリスマスイルミネーション
写真撮影,19.0,0.6053,写真撮影
水族館,11.0,0.5909,水族館
