横浜中華街,Wikipedia(著作者：Wpcpey  CC 表示-継承 4.0),https://commons.wikimedia.org/wiki/File:Yokohama_Chinatown_signage_2015.jpg
箱根クラフトハウス,箱根クラフトハウス公式ホームページ,https://www.crafthouse.org/index.php#activities
みなとみらい21,Wikipedia(著作者：Kakidai　　CC 表示-継承 4.0),https://commons.wikimedia.org/wiki/File:The_night_view_of_Minato_Mirai_21.jpg
横浜赤レンガ倉庫[1号館及び2号館],Wikipedia(著作者：Kakidai　　CC 表示-継承 4.0),https://commons.wikimedia.org/wiki/File:Yokohama_Red_Brick_Warehouse_2012.JPG
江の島,Wikipedia(著作者：Quercus acuta   CC0),https://commons.wikimedia.org/wiki/File:View_of_Mount_Fuji_from_Hiroyama_Park.jpg
横浜・八景島シーパラダイス,横浜・八景島シーパラダイス公式ホームページ,https://www.seaparadise.co.jp/index.html
山下公園,写真AC,https://www.photo-ac.com/main/detail/29969982
箱根ガラスの森美術館,箱根ガラスの森美術館公式ホームページ,https://www.hakone-garasunomori.jp/
箱根小涌園ユネッサン,箱根小涌園ユネッサン公式ホームページ,https://www.yunessun.com/
横浜ランドマークタワー,写真AC,https://www.photo-ac.com/main/detail/31073178
新江ノ島水族館,Wikipedia(著作者：Miyuki Meinaka   CC 表示-継承 4.0),https://commons.wikimedia.org/wiki/File:Jellyfish_Fantasy_Hall_at_Enosui.jpg
よこはまコスモワールド,Wikipedia(著作者：Akonnchiroll  CC 表示-継承 4.0),https://commons.wikimedia.org/wiki/File:Yokohama_Cosmoworld_2022.jpg
箱根神社,写真AC,https://www.photo-ac.com/main/detail/30067992
彫刻の森美術館,Wikipedia(著作者：leon&mae   CC 表示-継承 2.0),https://commons.wikimedia.org/wiki/File:Hakone5.jpg
箱根ロープウェイ,Wikipedia(著作者：663highland  CC 表示-継承 2.5),https://commons.wikimedia.org/wiki/File:161223_Togendai_Station_Hakone_Japan06s3.jpg
芦ノ湖(体験観光),Wikipedia(著作者：Quercus acuta  CC0),https://commons.wikimedia.org/wiki/File:View_of_Mount_Fuji_from_Lake_Ashi.jpg
野毛山動物園,Wikipedia(著作者：日:Muramasa   CC 表示-継承 3.0),https://commons.wikimedia.org/wiki/File:Nogeyama-lesser_01.JPG
横浜アンパンマンこどもミュージアム,Wikipedia(著作者：Thirteen-fri   CC 表示-継承 4.0),https://commons.wikimedia.org/wiki/File:Yokohama_Anpanman_Children%27s_Museum_2019_-_01.jpg
横浜港大さん橋国際客船ターミナル,【公式】横浜市観光情報サイト,https://www.welcome.city.yokohama.jp/spot/details.php?bbid=179
高徳院(鎌倉大仏),鎌倉市観光協会 | 時を楽しむ、旅がある。～鎌倉観光公式ガイド～ トップページ,https://www.trip-kamakura.com/place/japanheritage/154.html
よこはま動物園ズーラシア,横浜市観光情報サイト,https://www.welcome.city.yokohama.jp/spot/details.php?bbid=111
箱根海賊船,箱根海賊船｜箱根ナビ - 箱根登山バス,https://www.hakonenavi.jp/hakone-kankosen/
