長崎市内観光,66.0,0.7045,長崎市内観光,長崎市内
町,27.0,0.7148,街並み,町の風景
ICカード,10.0,0.3700,ICカード
券,95.0,0.7084,乗り換え券,一日乗車券
駅,22.0,0.4955,駅
バス,15.0,0.2733,バス
地図,10.0,0.7100,地図
電車,258.0,0.7159,路面電車,電車
路線,18.0,0.4278,路線
乗車,49.0,0.4265,乗車
車内,15.0,-0.0000,車内
車両,57.0,0.3246,運転,車両
公共交通機関,12.0,0.6250,公共交通機関
移動,25.0,0.7200,移動
便利,63.0,0.8905,便利
料金,148.0,0.7202,料金
景色,24.0,0.8000,景色
雰囲気,17.0,0.7824,雰囲気
子供,12.0,0.8500,子供
本数,26.0,0.7654,本数
混雑,33.0,-0.4152,混雑
待ち時間,15.0,0.6400,待ち時間
名所,12.0,0.7500,名所
出島,14.0,0.6000,出島
グラバー園,27.0,0.6259,グラバー園
駐車場,19.0,-0.0579,駐車場
平和公園,15.0,0.6200,平和公園
市内観光,32.0,0.6875,市内観光
中華街,15.0,0.6133,中華街
