マングローブ茶屋,174
岩元農園,9
美山陶遊館,21
桜島フェリー,1163
SHIROYAMA HOTEL kagoshima,25
奄美シーランド,341
知覧特攻平和会館,1301
桜島,2254
砂むし会館「砂楽」,1450
霧島神宮,1863
仙巌園,1256
こっぷ屋さん,47
ミッドナイトツアー奄美&四輪バギー,75
フォンタナの丘かもう,12
あやまる岬,386
丸尾滝,537
屋久島ガイドクラブ,79
開聞岳,656
農園ガーデン空 コモレビ農園,95
鹿児島中央駅,941
いおワールドかごしま水族館,1328
ON SHORE,16
日帰り温泉「霧島美人の湯 You湯」,36
スローガイド奄美,42
JR西大山駅,648
霧島温泉郷,476
明石屋,565
平川動物公園,1146
奄美ネイチャーガイド・シュノーケリング・カヌー・ナイトツアー,54
ヨロン島ビーチボーイクラブ,11
西郷隆盛銅像,864
カゴシマシティビュー,497
隼風窯,33
城山展望台(鹿児島市),1100
アイランドサービス,20
大浜海浜公園(奄美市),283
佐多岬,260
ヘルシーランド露天風呂「たまて箱温泉」,444
マリンヴィレッジ奄美,28
奄美バギー&ナイトウォッチングガイドサービス,16
雄川の滝,106
黒潮の森マングローブパーク,305
奄美パラグライダーガイドサービスハッピースカイ,20
池田湖マリーナWARNA,72
蒲生の大クス(国特別天然記念物),198
道の駅 桜島 火の島めぐみ館,162
ホノホシ海岸,126
鹿児島県奄美パーク,176
タンディー マリン,4
鹿屋航空基地史料館,205
サンゴとヤドカリ,24
長崎鼻(鹿児島県指宿市),532
射楯兵主神社(釜蓋神社),255
知覧武家屋敷庭園群,404
鹿児島県霧島アートの森,424
Yamakara屋久島,38
旅行人山荘,160
奄美愛ネット,10
奄美大島北部 あまみこダイバー,3
海遊びのminami,11
叫びの肖像,289
溶岩なぎさ遊歩道,125
桜島マグマ温泉,116
佐多岬展望台,158
菅原神社(荒平天神),141
ゼログラヴィティ 清水ヴィラ,14
屋久島 旅工房,4
道の駅 たるみず,402
isola blue(イゾラブルー),53
照国神社,551
黒神埋没鳥居,283
屋久島ガイド21EC-K,29
月讀神社,14
城山(鹿児島市),331
Amanicoガイドサービス,33
国分城山公園 展望台,362
ユニマーレ 奄美ガイド&マッサージ店,22
霧島アート牧場,40
さくら農園,9
あすびや,4
休暇村 指宿,246
奄美海族塾,12
湯之平展望所,274
奄美ナイトツアーサービス,43
桜ヶ丘サロンドローズ,2
Wind and Waves,2
ダイビングショップ ネバーランド,51
OCEANZ - オーシャンズ,213
鹿児島市維新ふるさと館,560
神川大滝公園,87
屋久島ダイビングガイド夢心地,165
観光ネットワーク奄美,103
紫尾温泉,157
曽木の滝,361
道の駅 いぶすき 彩花菜館,240
道の駅 阿久根,148
ヘルシーランド,340
NPO法人 指宿観光&体験の会,9
屋久島ダイビングガイド マリンクラブカイオロヒア,12
屋久島ガイドツアー,21
JR日本最南端の始発・終着駅「枕崎駅」,63
霧島温泉市場,294
屋久島ネイチャー企画 FIELD,10
国民宿舎ボルべリアダグリ,52
鹿児島中央駅総合観光案内所,109
ポーセラーツサロン eriCOCO style,0
高千穂峰(鹿児島県霧島市),200
桜島ビジターセンター,140
有村溶岩展望所,146
Neuna(ヌーナ),17
atelier NiwAtocO,0
屋久島,479
国民宿舎レインボー桜島,49
体験テーマパーク 夢おりの郷,22
奄美シークエスト,2
aquastyle,102
屋久島フィールドガイド スピニカ,13
THE SCENE,6
彫金工房 HardなHeart_山川,19
縄文杉,377
溝ノ口洞穴,22
屋久島道の駅観光,25
あやまる岬観光公園,256
甲突川,152
鹿児島本港,83
マングローブカヌーツーリング,198
鹿児島城(鶴丸城)跡,132
知林ヶ島,452
池田湖,644
山川砂むし温泉「砂湯里」※休館中,180
道の駅 黒之瀬戸だんだん市場,100
エバーブルー屋久島,29
コズミックアース,112
Link Adventures,2
道の駅 山川港「活お海道」,86
宮古崎,7
二月田ぶどう園,6
着物コンシェルジュ紫珠,0
西郷隆盛洞窟,106
ミュージアム知覧,20
大久保利通銅像,129
西郷公園,79
鹿児島県歴史・美術センター黎明館,85
鹿児島空港 天然温泉足湯「おやっとさぁ」,18
五人番所跡(異国船番所跡),9
鹿児島空港,9
枕崎駅前観光案内所,2
ビッグII奄美店,3
桜島海づり公園,31
島津斉彬銅像,43
