カヌー,143.0,0.7986,カヌー,キャニオニング
滝,90.0,0.7256,滝
ガイド,265.0,0.9325,ガイド
ツアー,147.0,0.8082,ツアー,ナイトツアー,ジャングルツアー
サガリバナ鑑賞,16.0,0.9125,サガリバナ鑑賞
鍾乳洞,47.0,0.8043,鍾乳洞
海,22.0,0.9455,海
天気,55.0,0.3182,天気
星空,28.0,0.8357,星空
風景,30.0,0.9067,風景
シュノーケリング,59.0,0.7576,シュノーケリング
動植物,31.0,0.7323,動植物
自然,64.0,0.9234,自然
生物,20.0,0.7850,生物
pipi,18.0,0.9611,pipi
甲殻類,36.0,0.8083,甲殻類
思い出,20.0,0.9750,思い出
写真,116.0,0.8724,写真
スタッフ,76.0,0.9303,スタッフ
シャワー,16.0,0.7812,シャワー
サップ,26.0,0.8192,サップ
SUP,81.0,0.7827,SUP
アクティビティ,19.0,0.7368,アクティビティ
説明,17.0,0.7882,説明
インストラクション,30.0,0.9300,インストラクション
体験,28.0,0.8464,体験
マングローブ,173.0,0.8474,マングローブ,マングローブツアー,マングローブSUP
マングローブカヌー体験,24.0,0.8625,マングローブカヌー体験
西表島の自然,25.0,0.8480,西表島の自然
水牛,34.0,0.8529,水牛
由布島,46.0,0.7565,由布島
バラス島,55.0,0.5727,バラス島
石垣島,35.0,0.7171,石垣島
